Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,170.0,172.85000610351562,169.2550048828125,170.57000732421875,151.9151153564453,3050490
2010-01-05,171.0,172.5,170.5,170.72000122070312,152.0487060546875,8386600
2010-01-06,171.39999389648438,172.0,168.80999755859375,170.8350067138672,152.15113830566406,6639840
2010-01-07,176.83999633789062,176.83999633789062,170.16000366210938,171.27999877929688,152.5474395751953,6123980
2010-01-08,171.1999969482422,172.33999633789062,170.10000610351562,171.5050048828125,152.74786376953125,7085900
2010-01-11,174.86500549316406,174.86500549316406,170.25,170.81500244140625,152.13333129882812,13766610
2010-01-12,170.8000030517578,171.17999267578125,167.86000061035156,169.52000427246094,150.97994995117188,4907050
2010-01-13,168.4949951171875,169.47999572753906,166.55499267578125,168.92999267578125,150.45445251464844,10346750
2010-01-14,171.0,171.3800048828125,167.0,168.3800048828125,149.96463012695312,10172640
2010-01-15,169.83999633789062,169.89999389648438,167.10000610351562,169.4149932861328,150.8864288330078,11581730
2010-01-18,169.0,177.8000030517578,168.2100067138672,176.6649932861328,157.34347534179688,23501460
2010-01-19,176.5,178.8800048828125,175.2899932861328,177.9199981689453,158.46124267578125,16664220
2010-01-20,178.5,179.0,174.3000030517578,175.61000061035156,156.40390014648438,13652110
2010-01-21,176.08999633789062,176.08999633789062,170.50999450683594,171.1649932861328,152.44500732421875,12523470
2010-01-22,169.60000610351562,170.0,165.39999389648438,167.7100067138672,149.36788940429688,9473700
2010-01-25,166.0,167.7899932861328,163.1300048828125,165.6699981689453,147.55101013183594,6028790
2010-01-27,166.11000061035156,166.11000061035156,158.69000244140625,159.72000122070312,142.2517547607422,12107790
2010-01-28,161.0,161.89999389648438,157.67999267578125,159.3249969482422,141.89993286132812,17432230
2010-01-29,158.0,163.6999969482422,155.25,163.10499572753906,145.2665252685547,16435170
2010-02-01,162.8000030517578,162.8000030517578,158.5,159.97500610351562,142.4788818359375,7517330
2010-02-02,160.6999969482422,161.49000549316406,157.1999969482422,157.91000366210938,140.6396942138672,10334700
2010-02-03,160.0,163.24000549316406,157.8000030517578,162.27499389648438,144.5272674560547,7727670
2010-02-04,161.8000030517578,162.49000549316406,158.5500030517578,161.6750030517578,143.99293518066406,8605240
2010-02-05,159.8000030517578,159.8000030517578,156.5,157.3350067138672,140.12759399414062,9346940
2010-02-08,158.5,158.88499450683594,154.89999389648438,156.74000549316406,139.59768676757812,7590600
2010-02-09,156.67999267578125,157.7899932861328,155.14999389648438,157.1649932861328,139.9761505126953,11973750
2010-02-10,157.5,161.7449951171875,156.39999389648438,159.35499572753906,141.9266815185547,13866680
2010-02-11,160.39999389648438,163.3000030517578,159.0,159.8000030517578,142.322998046875,7269690
2010-02-15,159.6999969482422,161.97000122070312,158.25,161.3800048828125,143.7301788330078,4802490
2010-02-16,160.5,162.27000427246094,159.0,160.63999938964844,143.0711212158203,7174850
2010-02-17,161.8000030517578,166.09500122070312,161.49000549316406,165.59500122070312,147.4842071533203,12398340
2010-02-18,166.49000549316406,169.0,165.0749969482422,168.375,149.9601593017578,10004420
2010-02-19,167.0,170.0,165.61000061035156,169.38999938964844,150.86415100097656,7345990
2010-02-22,170.10000610351562,171.97000122070312,169.0,169.66000366210938,151.10464477539062,6640170
2010-02-23,168.5050048828125,170.88499450683594,168.23500061035156,170.10000610351562,151.4965057373047,6472890
2010-02-24,169.0,171.0,168.75,170.0500030517578,151.45201110839844,5605690
2010-02-25,170.10000610351562,170.39999389648438,168.1999969482422,169.10499572753906,150.61032104492188,5836970
2010-02-26,169.0,173.47500610351562,168.0,170.47999572753906,151.83493041992188,9351030
2010-03-02,172.39999389648438,175.60000610351562,170.60000610351562,174.4949951171875,155.4108123779297,7714650
2010-03-03,174.2550048828125,178.10000610351562,174.2550048828125,177.6649932861328,158.23411560058594,11147960
2010-03-04,177.5,178.6999969482422,175.30999755859375,178.11500549316406,158.63491821289062,13514420
2010-03-05,178.55499267578125,179.5,177.10000610351562,178.39999389648438,158.8887939453125,10449650
2010-03-08,181.0,181.0,177.2899932861328,178.4199981689453,158.9065704345703,7372960
2010-03-09,177.5,181.5,177.5,181.1199951171875,161.31126403808594,12397690
2010-03-10,181.1999969482422,181.99000549316406,172.99000549316406,181.44500732421875,161.60072326660156,14960560
2010-03-11,181.60000610351562,183.5,180.30999755859375,182.69500732421875,162.71401977539062,7745230
2010-03-12,182.6999969482422,183.0399932861328,178.63499450683594,180.125,160.42507934570312,7472440
2010-03-15,178.0,182.0,178.0,181.2550048828125,161.43150329589844,7512960
2010-03-16,180.5,180.99000549316406,176.39999389648438,180.4600067138672,160.7234649658203,10436250
2010-03-17,180.4600067138672,182.47999572753906,179.80999755859375,180.77000427246094,160.99957275390625,4794840
2010-03-18,181.24000549316406,181.24000549316406,179.0500030517578,180.08999633789062,160.3939208984375,3501970
2010-03-19,181.47999572753906,182.47999572753906,179.76499938964844,181.98500061035156,162.08164978027344,6339840
2010-03-22,180.1999969482422,185.5,179.8000030517578,183.7100067138672,163.61801147460938,15305610
2010-03-23,183.5,189.0,183.5,188.39999389648438,167.79505920410156,10154380
2010-03-25,188.0,193.0,187.02000427246094,192.61500549316406,171.54908752441406,23296400
2010-03-26,193.10000610351562,196.55999755859375,191.30999755859375,195.14500427246094,173.80239868164062,11552860
2010-03-29,162.88499450683594,199.0,162.88499450683594,196.5050048828125,175.01365661621094,13226710
2010-03-30,196.5,196.99000549316406,190.13999938964844,190.68499755859375,169.83013916015625,9369980
2010-03-31,190.0,194.2899932861328,189.72500610351562,193.35000610351562,172.2036895751953,6826080
2010-04-01,195.0,195.0,192.61000061035156,193.9250030517578,172.71583557128906,7409220
2010-04-05,195.8800048828125,195.9600067138672,192.44000244140625,194.85000610351562,173.53964233398438,7123840
2010-04-06,195.0,195.0,192.5399932861328,193.2899932861328,172.15025329589844,4421440
2010-04-07,194.0,194.7949981689453,192.60000610351562,193.1750030517578,172.04788208007812,5378050
2010-04-08,192.99000549316406,192.99000549316406,189.3800048828125,190.27999877929688,169.46946716308594,6238830
2010-04-09,189.0500030517578,195.6999969482422,189.0500030517578,194.93499755859375,173.6153564453125,6207650
2010-04-12,193.8699951171875,196.7899932861328,193.8699951171875,195.4199981689453,174.04730224609375,4570640
2010-04-13,195.0,196.2899932861328,193.10000610351562,195.1699981689453,173.82467651367188,6341300
2010-04-15,195.5,197.49000549316406,194.4199981689453,195.7050018310547,174.3011474609375,9547360
2010-04-16,194.5,197.44000244140625,192.60000610351562,196.4250030517578,174.9423828125,5232560
2010-04-19,195.0,195.8800048828125,192.60000610351562,193.41000366210938,172.25714111328125,6120830
2010-04-20,192.89999389648438,195.69500732421875,192.89999389648438,194.4550018310547,173.18783569335938,5439320
